id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. of pub. (2000-2018)>	score<Avg. pub. year>
603	603	"<table><tr><td>Meso-level field:</td><td>603</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>ieee transactions on automatic control; automatica; iet control theory and applications; ocean engineering; international journal of robust and nonlinear control</td></tr><tr><td>Terms:</td><td>second order multi agent system; formation control; finite time consensus; consensus control; leader</td></tr></table>"	0.9926	0.3415	5	573	90326	10883	2013.6663
604	604	"<table><tr><td>Meso-level field:</td><td>604</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>international journal of heritage studies; memory studies; german life and letters; modern judaism; seminar-a journal of germanic studies</td></tr><tr><td>Terms:</td><td>wg sebald; austerlitz; bernhard schlink; anzia yezierska; jonathan littell</td></tr></table>"	-0.2551	0.9139	1	535	26965	10865	2010.5967
605	605	"<table><tr><td>Meso-level field:</td><td>605</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of immunology; molecular immunology; journal of biological chemistry; blood; plos one</td></tr><tr><td>Terms:</td><td>atypical hemolytic uremic syndrome; mannan binding lectin; thrombocytopenic purpura; masp; ficolin</td></tr></table>"	-0.7612	-0.3367	2	638	203221	10775	2010.1254
606	606	"<table><tr><td>Meso-level field:</td><td>606</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>zootaxa; journal of arachnology; zookeys; journal of natural history; animal behaviour</td></tr><tr><td>Terms:</td><td>oonopidae; scorpione; entomobryidae; salticidae; polydesmida</td></tr></table>"	0.0676	0.0138	4	603	88989	10754	2010.6528
607	607	"<table><tr><td>Meso-level field:</td><td>607</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>annals of nuclear energy; nuclear engineering and design; journal of quantitative spectroscopy & radiative transfer; nuclear science and engineering; progress in nuclear energy</td></tr><tr><td>Terms:</td><td>nuclear graphite; anisotropic scattering; httr; radiative transfer; sulfur iodine cycle</td></tr></table>"	1.0473	-0.002	3	542	50016	10753	2010.6065
608	608	"<table><tr><td>Meso-level field:</td><td>608</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>ieee transactions on applied superconductivity; metrologia; international journal of thermophysics; ieee transactions on instrumentation and measurement; journal of low temperature physics</td></tr><tr><td>Terms:</td><td>transition edge sensor; its; kilogram; kinetic inductance detector; key comparison</td></tr></table>"	1.2667	-0.0689	3	607	45209	10736	2009.358
609	609	"<table><tr><td>Meso-level field:</td><td>609</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>plos one; journal of biological chemistry; biochemical and biophysical research communications; oncotarget; cancer causes & control</td></tr><tr><td>Terms:</td><td>peutz jeghers syndrome; lkb1; amp activated protein kinase; stk11 gene; immortal time bias</td></tr></table>"	-0.7199	-0.1262	2	680	398329	10728	2012.0955
610	610	"<table><tr><td>Meso-level field:</td><td>610</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of physics a-mathematical and theoretical; physical review a; physics letters a; journal of mathematical physics; journal of physics a-mathematical and general</td></tr><tr><td>Terms:</td><td>exceptional point; position dependent mass; pt symmetry; asymptotic iteration method; fisher information</td></tr></table>"	1.3267	0.0529	3	481	74313	10710	2010.1739
611	611	"<table><tr><td>Meso-level field:</td><td>611</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>applied and environmental microbiology; journal of virology; plos one; virology; journal of molecular biology</td></tr><tr><td>Terms:</td><td>phage therapy; ferritin; endolysin; giant viruse; protein cage</td></tr></table>"	-0.1711	-0.3704	2	716	265658	10702	2011.345
612	612	"<table><tr><td>Meso-level field:</td><td>612</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>algebra universalis; semigroup forum; fuzzy sets and systems; applied categorical structures; communications in algebra</td></tr><tr><td>Terms:</td><td>effect algebra; regular semigroup; pseudovariety; generalized topological space; pointfree topology</td></tr></table>"	1.1664	0.4847	5	336	12841	10624	2009.7166
613	613	"<table><tr><td>Meso-level field:</td><td>613</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>green chemistry; angewandte chemie-international edition; chemical communications; acs catalysis; rsc advances</td></tr><tr><td>Terms:</td><td>cyclic carbonate; chemical fixation; dimethyl carbonate synthesis; disulfiram; formic acid decomposition</td></tr></table>"	0.613	-0.4512	3	663	261471	10474	2012.3572
614	614	"<table><tr><td>Meso-level field:</td><td>614</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>teaching sociology; sotsiologicheskie issledovaniya; ps-political science & politics; qualitative inquiry; poetics</td></tr><tr><td>Terms:</td><td>public sociology; omnivorousness; cultural consumption; autoethnography; max weber</td></tr></table>"	-0.2789	0.8763	1	519	44048	10440	2010.1795
615	615	"<table><tr><td>Meso-level field:</td><td>615</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of dental research; archives of oral biology; journal of endodontics; plos one; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>amelogenin; hypophosphatasia; amelogenesis imperfecta; molar incisor hypomineralization; periodontal regeneration</td></tr></table>"	-0.7251	-0.1611	2	684	248532	10424	2010.8491
616	616	"<table><tr><td>Meso-level field:</td><td>616</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>journal of guidance control and dynamics; acta astronautica; advances in space research; journal of spacecraft and rockets; celestial mechanics & dynamical astronomy</td></tr><tr><td>Terms:</td><td>body problem; central configuration; solar sail; libration point; oblateness</td></tr></table>"	1.0898	0.3284	3	497	34203	10331	2011.1477
617	617	"<table><tr><td>Meso-level field:</td><td>617</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>hydrometallurgy; journal of radioanalytical and nuclear chemistry; solvent extraction and ion exchange; separation science and technology; separation and purification technology</td></tr><tr><td>Terms:</td><td>emulsion liquid membrane; cyanex; synergistic extraction; d2ehpa; hydrogen dicarbollylcobaltate</td></tr></table>"	0.6849	-0.3342	3	578	82935	10300	2009.9802
618	618	"<table><tr><td>Meso-level field:</td><td>618</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>plos one; statistics in medicine; gesundheitswesen; bundesgesundheitsblatt-gesundheitsforschung-gesundheitsschutz; international journal of health geographics</td></tr><tr><td>Terms:</td><td>syndromic surveillance; stereology; spatial scan statistic; spatial point process; disease mapping</td></tr></table>"	-0.4116	0.3036	2	749	150564	10197	2010.5403
619	619	"<table><tr><td>Meso-level field:</td><td>619</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>journal of construction engineering and management; automation in construction; journal of management in engineering; journal of computing in civil engineering; international journal of project management</td></tr><tr><td>Terms:</td><td>public private partnership; project scheduling problem; construction project; bim; building information modeling</td></tr></table>"	0.7347	0.5305	3	611	72514	10194	2011.5532
620	620	"<table><tr><td>Meso-level field:</td><td>620</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; plos one; journal of neuroscience; pain; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>capsaicinoid; trpa1; trek; transient receptor potential ankyrin; vanilloid receptor</td></tr></table>"	-0.6124	0.0125	2	702	293556	10184	2011.1685
621	621	"<table><tr><td>Meso-level field:</td><td>621</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of agricultural and food chemistry; phytotherapy research; plos one; food chemistry; molecules</td></tr><tr><td>Terms:</td><td>curcumin; zerumbone; boswellic acid; curcumin analogue; shogaol</td></tr></table>"	-0.3468	-0.2377	2	717	292355	10087	2012.2347
622	622	"<table><tr><td>Meso-level field:</td><td>622</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>ieee transactions on aerospace and electronic systems; sensors; ieee transactions on signal processing; journal of guidance control and dynamics; optical engineering</td></tr><tr><td>Terms:</td><td>small target detection; star sensor; nonuniformity correction; star tracker; sin</td></tr></table>"	0.954	0.3907	5	608	63327	10047	2011.8791
623	623	"<table><tr><td>Meso-level field:</td><td>623</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>zootaxa; plos one; bulletin of insectology; applied and environmental microbiology; journal of economic entomology</td></tr><tr><td>Terms:</td><td>wolbachia; phytoplasma; candidatus liberibacter; deltocephalinae; xylella fastidiosa</td></tr></table>"	-0.0432	-0.1282	4	629	146245	9846	2011.2167
624	624	"<table><tr><td>Meso-level field:</td><td>624</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>zootaxa; international journal of acarology; veterinary dermatology; systematic and applied acarology; veterinary parasitology</td></tr><tr><td>Terms:</td><td>oribatida; scaby; hydrachnidia; mesostigmata; acariformes</td></tr></table>"	-0.2289	-0.3344	4	634	64728	9743	2010.2051
625	625	"<table><tr><td>Meso-level field:</td><td>625</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>nucleic acids research; plos one; scientific reports; proceedings of the national academy of sciences of the united states of america; genesis</td></tr><tr><td>Terms:</td><td>crispr cas system; cas9; crispr; genome editing; talens</td></tr></table>"	-0.5589	-0.3275	2	694	292816	9714	2012.5688
626	626	"<table><tr><td>Meso-level field:</td><td>626</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of the american leather chemists association; journal of the society of leather technologists and chemists; journal of biological chemistry; american journal of medical genetics part a; international journal of biological macromolecules</td></tr><tr><td>Terms:</td><td>leather; ehlers danlos syndrome; osteogenesis imperfecta; discoidin domain receptor; stickler syndrome</td></tr></table>"	-0.3734	-0.1025	2	712	161760	9699	2010.229
627	627	"<table><tr><td>Meso-level field:</td><td>627</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>american journal of physiology-renal physiology; plos one; journal of biological chemistry; journal of the american society of nephrology; kidney international</td></tr><tr><td>Terms:</td><td>aquaporins; water channel; extrapontine myelinolysis; cerebral salt; hyponatremia</td></tr></table>"	-0.5706	-0.0407	2	676	166176	9660	2009.9813
628	628	"<table><tr><td>Meso-level field:</td><td>628</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>plos one; nucleic acids research; gene; proceedings of the national academy of sciences of the united states of america; molecular biology and evolution</td></tr><tr><td>Terms:</td><td>transposable element; human endogenous retroviruse; ltr retrotransposon; mariner; herv k</td></tr></table>"	-0.4625	-0.3258	2	707	274012	9653	2009.0962
629	629	"<table><tr><td>Meso-level field:</td><td>629</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>plos one; clinical cancer research; oncotarget; anticancer research; international journal of cancer</td></tr><tr><td>Terms:</td><td>circulating tumor cells; disseminated tumor cell; mammaglobin; ctc; tumor dna</td></tr></table>"	-0.8356	-0.2384	2	704	277460	9596	2011.8637
630	630	"<table><tr><td>Meso-level field:</td><td>630</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>international applied mechanics; journal of thermal stresses; international journal of heat and mass transfer; international journal of engineering science; acta mechanica</td></tr><tr><td>Terms:</td><td>dual phase lag model; microtemperature; generalized thermoelasticity; maximum entropy production; spatial behavior</td></tr></table>"	1.0993	0.0763	3	644	50668	9594	2009.3952
631	631	"<table><tr><td>Meso-level field:</td><td>631</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of agricultural and food chemistry; food chemistry; journal of nutrition; journal of the science of food and agriculture; phytochemistry</td></tr><tr><td>Terms:</td><td>sulforaphane; glucosinolate; isothiocyanate; carbinol; allicin</td></tr></table>"	-0.2476	-0.2113	2	694	200430	9510	2010.3503
632	632	"<table><tr><td>Meso-level field:</td><td>632</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of immunology; inflammation research; journal of allergy and clinical immunology; bioorganic & medicinal chemistry letters; european journal of pharmacology</td></tr><tr><td>Terms:</td><td>mastocytosis; histamine h; tryptase; histaminergic system; basophil</td></tr></table>"	-0.7085	-0.3007	2	647	210270	9468	2009.3088
633	633	"<table><tr><td>Meso-level field:</td><td>633</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>spectrochimica acta part a-molecular and biomolecular spectroscopy; spectroscopy and spectral analysis; journal of thermal analysis and calorimetry; journal of luminescence; thermochimica acta</td></tr><tr><td>Terms:</td><td>resonance light; human serum albumin; resonance light scattering technique; nanogram level; acid glycoprotein</td></tr></table>"	0.2174	-0.4147	3	720	173601	9461	2010.4247
634	634	"<table><tr><td>Meso-level field:</td><td>634</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>applied physics letters; optics express; optics letters; journal of infrared millimeter and terahertz waves; journal of applied physics</td></tr><tr><td>Terms:</td><td>terahertz time domain spectroscopy; terahertz imaging; photoconductive antenna; terahertz pulse; dast crystal</td></tr></table>"	1.1876	-0.1733	3	619	96054	9437	2011.2625
635	635	"<table><tr><td>Meso-level field:</td><td>635</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>oxidation communications; tetrahedron letters; asian journal of chemistry; journal of the indian chemical society; journal of molecular catalysis a-chemical</td></tr><tr><td>Terms:</td><td>aqueous alkaline medium; quinolinium dichromate; baeyer villiger monooxygenase; alkaline hexacyanoferrate; catalysed oxidation</td></tr></table>"	0.5281	-0.467	3	615	178936	9271	2009.3048
636	636	"<table><tr><td>Meso-level field:</td><td>636</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of ethnopharmacology; phytotherapy research; pharmaceutical biology; food and chemical toxicology; phytomedicine</td></tr><tr><td>Terms:</td><td>thymoquinone; silibinin; gossypol; andrographolide; crocus sativus l</td></tr></table>"	-0.3231	-0.2323	2	690	194240	9154	2011.5049
637	637	"<table><tr><td>Meso-level field:</td><td>637</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>lecture notes in computer science; theoretical computer science; journal of symbolic logic; ieee transactions on information theory; annals of pure and applied logic</td></tr><tr><td>Terms:</td><td>p system; physarum polycephalum; membrane computing; active membrane; evolutionary processor</td></tr></table>"	0.8808	0.454	5	661	32021	9136	2009.2771
638	638	"<table><tr><td>Meso-level field:</td><td>638</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>vehicle system dynamics; proceedings of the institution of mechanical engineers part d-journal of automobile engineering; ieee transactions on vehicular technology; international journal of automotive technology; journal of terramechanics</td></tr><tr><td>Terms:</td><td>steer; variable transmission; tyre; motorcycle; tractor</td></tr></table>"	0.9797	0.2808	3	591	55925	9063	2012.1127
639	639	"<table><tr><td>Meso-level field:</td><td>639</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>anaerobe; journal of clinical microbiology; infection control and hospital epidemiology; clinical infectious diseases; plos one</td></tr><tr><td>Terms:</td><td>clostridium difficile infection; fecal microbiota transplantation; necrotic enteritis; clostridium; </td></tr></table>"	-0.3924	-0.3168	2	619	101150	9045	2011.6471
640	640	"<table><tr><td>Meso-level field:</td><td>640</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of mining science; physical review e; natural hazards and earth system sciences; izvestiya-physics of the solid earth; physica a-statistical mechanics and its applications</td></tr><tr><td>Terms:</td><td>mechanoluminescence; criticality; sandpile model; ionospheric perturbation; fiber bundle model</td></tr></table>"	0.7863	0.1366	4	593	63586	9022	2009.8497
641	641	"<table><tr><td>Meso-level field:</td><td>641</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>ceramics international; journal of materials science-materials in electronics; journal of the european ceramic society; journal of alloys and compounds; journal of the american ceramic society</td></tr><tr><td>Terms:</td><td>microwave dielectric ceramic; ltcc application; ceramic pigment; ltcc; low temperature co</td></tr></table>"	1.0466	-0.3343	3	520	83298	8998	2010.2794
642	642	"<table><tr><td>Meso-level field:</td><td>642</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>international journal of psychoanalysis; psychoanalytic dialogues; journal of the american psychoanalytic association; psyche-zeitschrift fur psychoanalyse und ihre anwendungen; psychoanalytic inquiry</td></tr><tr><td>Terms:</td><td>analyst; bion; psychoanalytic process; winnicott; freud</td></tr></table>"	-0.5419	0.6642	1	381	17644	8962	2008.8557
643	643	"<table><tr><td>Meso-level field:</td><td>643</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>high altitude medicine & biology; journal of applied physiology; aviation space and environmental medicine; wilderness & environmental medicine; undersea and hyperbaric medicine</td></tr><tr><td>Terms:</td><td>acute mountain sickness; high altitude pulmonary edema; high altitude; decompression sickness; pycnogenol</td></tr></table>"	-0.7545	0.1105	2	692	97325	8911	2009.922
644	644	"<table><tr><td>Meso-level field:</td><td>644</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>rsc advances; chemical communications; langmuir; journal of molecular catalysis a-chemical; journal of colloid and interface science</td></tr><tr><td>Terms:</td><td>enantioselective hydrogenation; cinchonidine; nitroarene; aromatic nitro compound; nitrophenol reduction</td></tr></table>"	0.9005	-0.3475	3	598	271472	8847	2011.4732
645	645	"<table><tr><td>Meso-level field:</td><td>645</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of pediatric gastroenterology and nutrition; american journal of gastroenterology; scandinavian journal of gastroenterology; alimentary pharmacology & therapeutics; digestive and liver disease</td></tr><tr><td>Terms:</td><td>microscopic colitis; gluten free diet; coeliac disease; gluten sensitivity; celiac</td></tr></table>"	-0.8737	-0.3389	2	609	86399	8819	2010.0293
646	646	"<table><tr><td>Meso-level field:</td><td>646</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; plos one; journal of immunology; oncogene; cancer research</td></tr><tr><td>Terms:</td><td>socs; grim; pim; pim kinase; cytokine signalling</td></tr></table>"	-0.7496	-0.2922	2	672	343056	8811	2010.1839
647	647	"<table><tr><td>Meso-level field:</td><td>647</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>sarcoidosis vasculitis and diffuse lung diseases; journal of the american academy of dermatology; chest; international journal of dermatology; british journal of dermatology</td></tr><tr><td>Terms:</td><td>sarcoidosis; pseudoxanthoma elasticum; beryllium; chronic beryllium disease; granuloma annulare</td></tr></table>"	-0.9338	-0.353	2	633	73825	8810	2009.7312
648	648	"<table><tr><td>Meso-level field:</td><td>648</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>historia mexicana; hahr-hispanic american historical review; americas; revista iberoamericana; revista de indias</td></tr><tr><td>Terms:</td><td>new spain; roberto bolano; junot diaz; brief wondrous life; juan emar</td></tr></table>"	-0.2198	0.9054	1	462	20690	8717	2010.4994
649	649	"<table><tr><td>Meso-level field:</td><td>649</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review d; classical and quantum gravity; monthly notices of the royal astronomical society; astrophysical journal; physical review letters</td></tr><tr><td>Terms:</td><td>gravitational wave detector; numerical relativity; compact binary; lisa; binary black hole merger</td></tr></table>"	1.361	0.0666	3	365	98798	8706	2009.9381
650	650	"<table><tr><td>Meso-level field:</td><td>650</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; cell communication and adhesion; plos one; neuromuscular disorders; muscle & nerve</td></tr><tr><td>Terms:</td><td>gap junction channel; charcot marie tooth disease; gap junctional intercellular communication; pressure palsy; connexin43</td></tr></table>"	-0.648	-0.0778	2	656	193116	8679	2009.2876
651	651	"<table><tr><td>Meso-level field:</td><td>651</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of rheumatology; annals of the rheumatic diseases; rheumatology; plos one; clinical rheumatology</td></tr><tr><td>Terms:</td><td>gout; febuxostat; hyperuricemia; rasburicase; serum uric acid</td></tr></table>"	-0.7849	-0.043	2	658	117784	8615	2011.6409
652	652	"<table><tr><td>Meso-level field:</td><td>652</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>acta physica sinica; international journal of bifurcation and chaos; journal of differential equations; journal of geometry and physics; journal of mathematical analysis and applications</td></tr><tr><td>Terms:</td><td>mei symmetry; nonholonomic system; polynomial differential system; center problem; form invariance</td></tr></table>"	1.3256	0.2665	5	418	21338	8365	2009.677
653	653	"<table><tr><td>Meso-level field:</td><td>653</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of pediatric surgery; lymphology; lymphatic research and biology; plastic and reconstructive surgery; annals of thoracic surgery</td></tr><tr><td>Terms:</td><td>congenital cystic adenomatoid malformation; lymphedema; pleuropulmonary blastoma; breast cancer related lymphedema; plastic bronchitis</td></tr></table>"	-1.0492	-0.0778	2	548	51390	8327	2010.4242
654	654	"<table><tr><td>Meso-level field:</td><td>654</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>nano energy; smart materials and structures; applied physics letters; sensors and actuators a-physical; journal of intelligent material systems and structures</td></tr><tr><td>Terms:</td><td>triboelectric nanogenerator; piezoelectric energy harvester; vibration energy harvesting; contact electrification; </td></tr></table>"	1.0238	-0.2748	3	630	114503	8305	2014.0471
655	655	"<table><tr><td>Meso-level field:</td><td>655</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>rapid prototyping journal; international journal of advanced manufacturing technology; additive manufacturing; journal of materials processing technology; materials & design</td></tr><tr><td>Terms:</td><td>selective laser sintering; additive manufacturing; stereolithography; rapid prototyping; 3d printing</td></tr></table>"	1.0901	-0.1831	3	635	88739	8247	2013.3794
656	656	"<table><tr><td>Meso-level field:</td><td>656</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>infection and immunity; veterinary microbiology; plos one; plos neglected tropical diseases; american journal of tropical medicine and hygiene</td></tr><tr><td>Terms:</td><td>leptospirosis; brucellosis; ; ; </td></tr></table>"	-0.4126	-0.4232	4	640	62483	8185	2010.5093
657	657	"<table><tr><td>Meso-level field:</td><td>657</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>bioresource technology; environmental science & technology; journal of power sources; international journal of hydrogen energy; applied and environmental microbiology</td></tr><tr><td>Terms:</td><td>microbial fuel cell; mfc; bioelectrochemical system; electricity generation; extracellular electron transfer</td></tr></table>"	0.4978	-0.2185	4	636	146848	8165	2013.4885
658	658	"<table><tr><td>Meso-level field:</td><td>658</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>international journal of cardiology; pediatric cardiology; journal of the american college of cardiology; cardiology in the young; circulation</td></tr><tr><td>Terms:</td><td>kawasaki disease; coronary artery fistula; myocardial bridging; ; </td></tr></table>"	-0.9453	0.0517	2	539	59669	8093	2010.3253
659	659	"<table><tr><td>Meso-level field:</td><td>659</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>ieee transactions on power electronics; ieee transactions on microwave theory and techniques; ieee transactions on antennas and propagation; ieee antennas and wireless propagation letters; microwave and optical technology letters</td></tr><tr><td>Terms:</td><td>rfid; wireless power transfer; rfid system; traceability; rfid technology</td></tr></table>"	0.9211	0.4157	5	669	59245	8076	2013.0212
660	660	"<table><tr><td>Meso-level field:</td><td>660</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>pediatric blood & cancer; blood; journal of pediatric hematology oncology; pediatric dermatology; british journal of haematology</td></tr><tr><td>Terms:</td><td>erdheim chester disease; langerhans cell histiocytosis; rosai dorfman disease; kikuchi fujimoto disease; juvenile xanthogranuloma</td></tr></table>"	-0.8727	-0.4025	2	502	61125	8008	2009.9157
661	661	"<table><tr><td>Meso-level field:</td><td>661</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>british journal of ophthalmology; ophthalmology; archives of ophthalmology; retina-the journal of retinal and vitreous diseases; ophthalmic plastic and reconstructive surgery</td></tr><tr><td>Terms:</td><td>uveal melanoma; retinoblastoma; vasculogenic mimicry; coats disease; brachytherapy</td></tr></table>"	-0.9235	-0.2924	2	597	70315	8001	2009.916
662	662	"<table><tr><td>Meso-level field:</td><td>662</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>nematology; journal of nematology; nematropica; zootaxa; plant disease</td></tr><tr><td>Terms:</td><td>dorylaimida; eutardigrada; aphelenchoididae; longidoridae; bursaphelenchus xylophilus</td></tr></table>"	-0.0076	-0.1688	4	586	72057	7877	2010.0679
663	663	"<table><tr><td>Meso-level field:</td><td>663</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>forensic science international; international journal of pediatric otorhinolaryngology; journal of forensic sciences; american journal of forensic medicine and pathology; journal of trauma-injury infection and critical care</td></tr><tr><td>Terms:</td><td>foreign body; gunshot wound; gossypiboma; ingestion; bullet</td></tr></table>"	-0.9415	0.2626	2	587	25041	7781	2009.7493
664	664	"<table><tr><td>Meso-level field:</td><td>664</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>evolution; genetics; lecture notes in computer science; journal of evolutionary biology; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>genetic programming; quasispecy; lethal mutagenesis; adaptive mutation; evolvable hardware</td></tr></table>"	-0.1184	-0.1831	4	724	203454	7742	2010.0134
665	665	"<table><tr><td>Meso-level field:</td><td>665</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of the american society of nephrology; kidney international; plos one; human molecular genetics; nephrology dialysis transplantation</td></tr><tr><td>Terms:</td><td>bardet biedl syndrome; polycystin; joubert syndrome; autosomal dominant polycystic kidney disease; adpkd</td></tr></table>"	-0.6893	-0.1936	2	627	144026	7640	2010.5555
